,Author,Sentence
13922,6,At the Meetingon the following Sunday the question of whether or not to begin work onthe windmill was to be put to the vote.
13923,6,"When the animals had assembled inthe big barn, Snowball stood up and, though occasionally interrupted bybleating from the sheep, set forth his reasons for advocating the buildingof the windmill."
13924,6,Then Napoleon stood up to reply.
13925,6,"He said very quietlythat the windmill was nonsense and that he advised nobody to vote for it,and promptly sat down again; he had spoken for barely thirty seconds, andseemed almost indifferent as to the effect he produced."
13926,6,"At this Snowballsprang to his feet, and shouting down the sheep, who had begun bleatingagain, broke into a passionate appeal in favour of the windmill."
13927,6,"Until nowthe animals had been about equally divided in their sympathies, but in amoment Snowball's eloquence had carried them away."
13928,6,In glowing sentences hepainted a picture of Animal Farm as it might be when sordid labour waslifted from the animals' backs.
13929,6,His imagination had now run far beyondchaff-cutters and turnip-slicers.
13930,6,"Electricity, he said, could operatethreshing machines, ploughs, harrows, rollers, and reapers and binders,besides supplying every stall with its own electric light, hot and coldwater, and an electric heater."
13931,6,"By the time he had finished speaking, therewas no doubt as to which way the vote would go."
13932,6,"But just at this momentNapoleon stood up and, casting a peculiar sidelong look at Snowball,uttered a high-pitched whimper of a kind no one had ever heard him utterbefore.At this there was a terrible baying sound outside, and nine enormous dogswearing brass-studded collars came bounding into the barn."
13933,6,"They dashedstraight for Snowball, who only sprang from his place just in time toescape their snapping jaws."
13934,6,In a moment he was out of the door and theywere after him.
13935,6,"Too amazed and frightened to speak, all the animalscrowded through the door to watch the chase."
13936,6,Snowball was racing acrossthe long pasture that led to the road.
13937,6,"He was running as only a pig canrun, but the dogs were close on his heels."
13938,6,Suddenly he slipped and itseemed certain that they had him.
13939,6,"Then he was up again, running fasterthan ever, then the dogs were gaining on him again."
13940,6,"One of them all butclosed his jaws on Snowball's tail, but Snowball whisked it free just intime."
13941,6,"Then he put on an extra spurt and, with a few inches to spare,slipped through a hole in the hedge and was seen no more.Silent and terrified, the animals crept back into the barn."
13942,6,In a momentthe dogs came bounding back.
13943,6,"At first no one had been able to imaginewhere these creatures came from, but the problem was soon solved: theywere the puppies whom Napoleon had taken away from their mothers andreared privately."
13944,6,"Though not yet full-grown, they were huge dogs, and asfierce-looking as wolves."
13945,6,They kept close to Napoleon.
13946,6,It was noticed thatthey wagged their tails to him in the same way as the other dogs had beenused to do to Mr.
13947,6,"Jones.Napoleon, with the dogs following him, now mounted on to the raisedportion of the floor where Major had previously stood to deliver hisspeech."
13948,6,He announced that from now on the Sunday-morning Meetings wouldcome to an end.
13949,6,"They were unnecessary, he said, and wasted time."
13950,6,"In futureall questions relating to the working of the farm would be settled by aspecial committee of pigs, presided over by himself."
13951,6,These would meet inprivate and afterwards communicate their decisions to the others.
13952,6,"Theanimals would still assemble on Sunday mornings to salute the flag, sing'Beasts of England', and receive their orders for the week; but there wouldbe no more debates.In spite of the shock that Snowball's expulsion had given them, theanimals were dismayed by this announcement."
13953,6,Several of them would haveprotested if they could have found the right arguments.
13954,6,Even Boxer wasvaguely troubled.
13955,6,"He set his ears back, shook his forelock several times,and tried hard to marshal his thoughts; but in the end he could not thinkof anything to say."
13956,6,"Some of the pigs themselves, however, were morearticulate."
13957,6,"Four young porkers in the front row uttered shrill squeals ofdisapproval, and all four of them sprang to their feet and began speakingat once."
13958,6,"But suddenly the dogs sitting round Napoleon let out deep,menacing growls, and the pigs fell silent and sat down again."
13959,6,"Then thesheep broke out into a tremendous bleating of ""Four legs good, two legsbad!"" which went on for nearly a quarter of an hour and put an end to anychance of discussion.Afterwards Squealer was sent round the farm to explain the new arrangementto the others.""Comrades,"" he said, ""I trust that every animal here appreciates thesacrifice that Comrade Napoleon has made in taking this extra labour uponhimself."
13960,6,"Do not imagine, comrades, that leadership is a pleasure! On thecontrary, it is a deep and heavy responsibility."
13961,6,No one believes morefirmly than Comrade Napoleon that all animals are equal.
13962,6,He would be onlytoo happy to let you make your decisions for yourselves.
13963,6,"But sometimes youmight make the wrong decisions, comrades, and then where should we be?Suppose you had decided to follow Snowball, with his moonshine ofwindmills--Snowball, who, as we now know, was no better than a criminal?""""He fought bravely at the Battle of the Cowshed,"" said somebody.""Bravery is not enough,"" said Squealer."
13964,6,"""Loyalty and obedience are moreimportant."
13965,6,"And as to the Battle of the Cowshed, I believe the time willcome when we shall find that Snowball's part in it was much exaggerated.Discipline, comrades, iron discipline! That is the watchword for today.One false step, and our enemies would be upon us."
13966,6,"Surely, comrades, you donot want Jones back?""Once again this argument was unanswerable."
13967,6,"Certainly the animals did notwant Jones back; if the holding of debates on Sunday mornings was liableto bring him back, then the debates must stop."
13968,6,"Boxer, who had now had timeto think things over, voiced the general feeling by saying: ""If ComradeNapoleon says it, it must be right."" And from then on he adopted themaxim, ""Napoleon is always right,"" in addition to his private motto of ""Iwill work harder.""By this time the weather had broken and the spring ploughing had begun.The shed where Snowball had drawn his plans of the windmill had been shutup and it was assumed that the plans had been rubbed off the floor."
13969,6,EverySunday morning at ten o'clock the animals assembled in the big barn toreceive their orders for the week.
13970,6,"The skull of old Major, now clean offlesh, had been disinterred from the orchard and set up on a stump at thefoot of the flagstaff, beside the gun."
13971,6,"After the hoisting of the flag, theanimals were required to file past the skull in a reverent manner beforeentering the barn."
13972,6,Nowadays they did not sit all together as they had donein the past.
13973,6,"Napoleon, with Squealer and another pig named Minimus, whohad a remarkable gift for composing songs and poems, sat on the front ofthe raised platform, with the nine young dogs forming a semicircle roundthem, and the other pigs sitting behind."
13974,6,The rest of the animals satfacing them in the main body of the barn.
13975,6,"Napoleon read out the orders forthe week in a gruff soldierly style, and after a single singing of 'Beastsof England', all the animals dispersed.On the third Sunday after Snowball's expulsion, the animals were somewhatsurprised to hear Napoleon announce that the windmill was to be builtafter all."
13976,6,"He did not give any reason for having changed his mind, butmerely warned the animals that this extra task would mean very hard work,it might even be necessary to reduce their rations."
13977,6,"The plans, however,had all been prepared, down to the last detail."
13978,6,A special committee ofpigs had been at work upon them for the past three weeks.
13979,6,"The building ofthe windmill, with various other improvements, was expected to take twoyears.That evening Squealer explained privately to the other animals thatNapoleon had never in reality been opposed to the windmill."
13980,6,"On thecontrary, it was he who had advocated it in the beginning, and the planwhich Snowball had drawn on the floor of the incubator shed had actuallybeen stolen from among Napoleon's papers."
13981,6,"The windmill was, in fact,Napoleon's own creation."
13982,6,"Why, then, asked somebody, had he spoken sostrongly against it? Here Squealer looked very sly."
13983,6,"That, he said, wasComrade Napoleon's cunning."
13984,6,"He had SEEMED to oppose the windmill, simplyas a manoeuvre to get rid of Snowball, who was a dangerous character and abad influence."
13985,6,"Now that Snowball was out of the way, the plan could goforward without his interference."
13986,6,"This, said Squealer, was somethingcalled tactics."
13987,6,"He repeated a number of times, ""Tactics, comrades,tactics!"" skipping round and whisking his tail with a merry laugh."
13988,6,"Theanimals were not certain what the word meant, but Squealer spoke sopersuasively, and the three dogs who happened to be with him growled sothreateningly, that they accepted his explanation without furtherquestions.Chapter VIAll that year the animals worked like slaves."
13989,6,"But they were happy in theirwork; they grudged no effort or sacrifice, well aware that everything thatthey did was for the benefit of themselves and those of their kind whowould come after them, and not for a pack of idle, thieving human beings.Throughout the spring and summer they worked a sixty-hour week, and inAugust Napoleon announced that there would be work on Sunday afternoonsas well."
13990,6,"This work was strictly voluntary, but any animal who absentedhimself from it would have his rations reduced by half."
13991,6,"Even so, it wasfound necessary to leave certain tasks undone."
13992,6,"The harvest was a littleless successful than in the previous year, and two fields which shouldhave been sown with roots in the early summer were not sown because theploughing had not been completed early enough."
13993,6,It was possible to foreseethat the coming winter would be a hard one.The windmill presented unexpected difficulties.
13994,6,"There was a good quarry oflimestone on the farm, and plenty of sand and cement had been found in oneof the outhouses, so that all the materials for building were at hand."
13995,6,Butthe problem the animals could not at first solve was how to break up thestone into pieces of suitable size.
13996,6,"There seemed no way of doing thisexcept with picks and crowbars, which no animal could use, because noanimal could stand on his hind legs."
13997,6,"Only after weeks of vain effort didthe right idea occur to somebody-namely, to utilise the force of gravity.Huge boulders, far too big to be used as they were, were lying all overthe bed of the quarry."
13998,6,"The animals lashed ropes round these, and then alltogether, cows, horses, sheep, any animal that could lay hold of therope--even the pigs sometimes joined in at critical moments--they draggedthem with desperate slowness up the slope to the top of the quarry, wherethey were toppled over the edge, to shatter to pieces below."
13999,6,Transportingthe stone when it was once broken was comparatively simple.
14000,6,"The horsescarried it off in cart-loads, the sheep dragged single blocks, even Murieland Benjamin yoked themselves into an old governess-cart and did theirshare."
14001,6,"By late summer a sufficient store of stone had accumulated, andthen the building began, under the superintendence of the pigs.But it was a slow, laborious process."
14002,6,"Frequently it took a whole day ofexhausting effort to drag a single boulder to the top of the quarry, andsometimes when it was pushed over the edge it failed to break."
14003,6,"Nothingcould have been achieved without Boxer, whose strength seemed equal tothat of all the rest of the animals put together."
14004,6,"When the boulder beganto slip and the animals cried out in despair at finding themselves draggeddown the hill, it was always Boxer who strained himself against the ropeand brought the boulder to a stop."
14005,6,"To see him toiling up the slope inch byinch, his breath coming fast, the tips of his hoofs clawing at the ground,and his great sides matted with sweat, filled everyone with admiration.Clover warned him sometimes to be careful not to overstrain himself, butBoxer would never listen to her."
14006,6,"His two slogans, ""I will work harder""and ""Napoleon is always right,"" seemed to him a sufficient answer to allproblems."
14007,6,"He had made arrangements with the cockerel to call himthree-quarters of an hour earlier in the mornings instead of half an hour.And in his spare moments, of which there were not many nowadays, he wouldgo alone to the quarry, collect a load of broken stone, and drag it downto the site of the windmill unassisted.The animals were not badly off throughout that summer, in spite of thehardness of their work."
14008,6,"If they had no more food than they had had inJones's day, at least they did not have less."
14009,6,"The advantage of only havingto feed themselves, and not having to support five extravagant humanbeings as well, was so great that it would have taken a lot of failures tooutweigh it."
14010,6,And in many ways the animal method of doing things was moreefficient and saved labour.
14011,6,"Such jobs as weeding, for instance, could bedone with a thoroughness impossible to human beings."
14012,6,"And again, since noanimal now stole, it was unnecessary to fence off pasture from arableland, which saved a lot of labour on the upkeep of hedges and gates.Nevertheless, as the summer wore on, various unforeseen shortages began tomake them selves felt."
14013,6,"There was need of paraffin oil, nails, string, dogbiscuits, and iron for the horses' shoes, none of which could be producedon the farm."
14014,6,"Later there would also be need for seeds and artificialmanures, besides various tools and, finally, the machinery for thewindmill."
14015,6,"How these were to be procured, no one was able to imagine.One Sunday morning, when the animals assembled to receive their orders,Napoleon announced that he had decided upon a new policy."
14016,6,"From now onwardsAnimal Farm would engage in trade with the neighbouring farms: not, ofcourse, for any commercial purpose, but simply in order to obtain certainmaterials which were urgently necessary."
14017,6,"The needs of the windmill mustoverride everything else, he said."
14018,6,"He was therefore making arrangements tosell a stack of hay and part of the current year's wheat crop, and lateron, if more money were needed, it would have to be made up by the sale ofeggs, for which there was always a market in Willingdon."
14019,6,"The hens, saidNapoleon, should welcome this sacrifice as their own special contributiontowards the building of the windmill.Once again the animals were conscious of a vague uneasiness."
14020,6,"Never to haveany dealings with human beings, never to engage in trade, never to makeuse of money--had not these been among the earliest resolutions passed atthat first triumphant Meeting after Jones was expelled? All the animalsremembered passing such resolutions: or at least they thought that theyremembered it."
14021,6,The four young pigs who had protested when Napoleonab.
14022,7,I first met Dean not long after my wife and I split up.
14023,7,"I had just gotten over a serious illness that Iwon’t bother to talk about, except that it had something to do with the miserably weary split-up andmy feeling that everything was dead."
14024,7,With the coming of Dean Moriarty began the part of my life youcould call my life on the road.
14025,7,"Before that I’d often dreamed of going West to see the country,always vaguely planning and never taking off."
14026,7,"Dean is the perfect guy for the road because heactually was born on the road, when his parents were passing through Salt Lake City in 1926, in ajalopy, on their way to Los Angeles."
14027,7,"First reports of him came to me through Chad King, who’dshown me a few letters from him written in a New Mexico reform school."
14028,7,I was tremendouslyinterested in the letters because they so naively and sweetly asked Chad to teach him all aboutNietzsche and all the wonderful intellectual things that Chad knew.
14029,7,At one point Carlo and I talkedabout the letters and wondered if we would ever meet the strange Dean Moriarty.
14030,7,"This is all farback, when Dean was not the way he is today, when he was a young jailkid shrouded in mystery.Then news came that Dean was out of reform school and was coming to New York for the firsttime; also there was talk that he had just married a girl called Marylou.One day I was hanging around the campus and Chad and Tim Gray told me Dean was staying ina cold-water pad in East Harlem, the Spanish Harlem."
14031,7,"Dean had arrived the night before, the firsttime in New York, with his beautiful little sharp chick Marylou; they got off the Greyhound bus at50th Street and cut around the corner looking for a place to eat and went right in Hector’s, and sincethen Hector’s cafeteria has always been a big symbol of New York for Dean."
14032,7,"They spent money onbeautiful big glazed cakes and creampuffs.All this time Dean was telling Marylou things like this: «Now, darling, here we are in New Yorkand although I haven’t quite told you everything that I was thinking about when we crossed Missouriand especially at the point when we passed the Booneville reformatory which reminded me of my jailproblem, it is absolutely necessary now to postpone all those leftover things concerning our personallovethings and at once begin thinking of specific worklife plans ."
14033,7,.
14034,7,".» and so on in the way that he hadin those early days.I went to the cold-water flat with the boys, and Dean came to the door in his shorts."
14035,7,"Marylou wasjumping off the couch; Dean had dispatched the occupant of the apartment to the kitchen, probablyto make coffee, while he proceeded with his loveproblems, for to him sex was the one and only holyand important thing in life, although he had to sweat and curse to make a living and so on."
14036,7,"You sawthat in the way he stood bobbing his head, always looking down, nodding, like a young boxer toinstructions, to make you think he was listening to every word, throwing in a thousand «Yeses» and«That’s rights.» My first impression of Dean was of a young Gene Autry - trim, thin-hipped, blue-eyed, with a real Oklahoma accent - a sideburned hero of the snowy West."
14037,7,"In fact he’d just beenworking on a ranch, Ed Wall’s in Colorado, before marrying Marylou and coming East."
14038,7,"Marylouwas a pretty blonde with immense ringlets of hair like a sea of golden tresses; she sat there on theedge of the couch with her hands hanging in her lap and her smoky blue country eyes fixed in a widestare because she was in an evil gray New York pad that she’d heard about back West, and waitinglike a longbodied emaciated Modigliani surrealist woman in a serious room."
14039,7,"But, outside of being asweet little girl, she was awfully dumb and capable of doing horrible things."
14040,7,"That night we all drankbeer and pulled wrists and talked till dawn, and in the morning, while we sat around dumbly smokingbutts from ashtrays in the gray light of a gloomy day, Dean got up nervously, paced around, thinking,and decided the thing to do was to have Marylou make breakfast and sweep the floor."
14041,7,"«In other5words we’ve got to get on the ball, darling, what I’m saying, otherwise it’ll be fluctuating and lack oftrue knowledge or crystallization of our plans.» Then I went away.During the following week he confided in Chad King that he absolutely had to learn how to writefrom him; Chad said I was a writer and he should come to me for advice."
14042,7,"Meanwhile Dean hadgotten a job in a parking lot, had a fight with Marylou in their Hoboken apartment - God knows whythey went there - and she was so mad and so down deep vindictive that she reported to the policesome false trumped-up hysterical crazy charge, and Dean had to lam from Hoboken."
14043,7,So he had noplace to live.
14044,7,"He came right out to Paterson, New Jersey, where I was living with my aunt, and onenight while I was studying there was a knock on the door, and there was Dean, bowing, shufflingobsequiously in the dark of the hall, and saying, «Hello, you remember me - Dean Moriarty? I’vecome to ask you to show me how to write.»«And where’s Marylou?» I asked, and Dean said she’d apparently whored a few dollars togetherand gone back to Denver - »the whore!» So we went out to have a few beers because we couldn’ttalk like we wanted to talk in front of my aunt, who sat in the living room reading her paper."
14045,7,"Shetook one look at Dean and decided that he was a madman.In the bar I told Dean, «Hell, man, I know very well you didn’t come to me only to want tobecome a writer, and after all what do I really know about it except you’ve got to stick to it with theenergy of a benny addict.» And he said, «Yes, of course, I know exactly what you mean and in factall those problems have occurred to me, but the thing that I want is the realization of those factorsthat should one depend on Schopenhauer’s dichotomy for any inwardly realized ."
14046,7,.
14047,7,".» and so on inthat way, things I understood not a bit and he himself didn’t."
14048,7,"In those days he really didn’t knowwhat he was talking about; that is to say, he was a young jailkid all hung-up on the wonderfulpossibilities of becoming a real intellectual, and he liked to talk in the tone and using the words, but ina jumbled way, that he had heard from «real intellectuals» - although, mind you, he wasn’t so naiveas that in all other things, and it took him just a few months with Carlo Marx to become completelyin there with all the terms and jargon."
14049,7,"Nonetheless we understood each other on other levels ofmadness, and I agreed that he could stay at my house till he found a job and furthermore we agreedto go out West sometime."
14050,7,"That was the winter of 1947.One night when Dean ate supper at my house - he already had the parking-lot job in New York -he leaned over my shoulder as I typed rapidly away and said, «Come on man, those girls won’t wait,make it fast.»I said, «Hold on just a minute, I’ll be right with you soon as I finish this chapter,» and it was oneof the best chapters in the book."
14051,7,"Then I dressed and off we flew to New York to meet some girls.As we rode in the bus in the weird phosphorescent void of the Lincoln Tunnel we leaned on eachother with fingers waving and yelled and talked excitedly, and I was beginning to get the bug likeDean."
14052,7,"He was simply a youth tremendously excited with life, and though he was a con-man, he wasonly conning because he wanted so much to live and to get involved with people who wouldotherwise pay no attention to him."
14053,7,"He was conning me and I knew it (for room and board and «how-to-write,» etc.), and he knew I knew (this has been the basis of our relationship), but I didn’t careand we got along fine - no pestering, no catering; we tiptoed around each other like heartbreakingnew friends."
14054,7,I began to learn from him as much as he probably learned from me.
14055,7,"As far as my workwas concerned he said, «Go ahead, everything you do is great.» He watched over my shoulder as Iwrote stories, yelling, «Yes! That’s right! Wow! Man!» and «Phew!» and wiped his face with hishandkerchief."
14056,7,"«Man, wow, there’s so many things to do, so many things to write! How to evenbegin to get it all down and without modified restraints and all hung-up on like literary inhibitions andgrammatical fears ."
14057,7,.
14058,7,".»6«That’s right, man, now you’re talking.» And a kind of holy lightning I saw flashing from hisexcitement and his visions, which he described so torrentially that people in buses looked around tosee the «overexcited nut.» In the West he’d spent a third of his time in the poolhall, a third in jail, anda third in the public library."
14059,7,"They’d seen him rushing eagerly down the winter streets, bareheaded,carrying books to the poolhall, or climbing trees to get into the attics of buddies where he spent daysreading or hiding from the law.We went to New York - I forget what the situation was, two colored girls - there were no girlsthere; they were supposed to meet him in a diner and didn’t show up."
14060,7,"We went to his parking lotwhere he had a few things to do - change his clothes in the shack in back and spruce up a bit in frontof a cracked mirror and so on, and then we took off."
14061,7,And that was the night Dean met Carlo Marx.A tremendous thing happened when Dean met Carlo Marx.
14062,7,"Two keen minds that they are, they tookto each other at the drop of a hat."
14063,7,"Two piercing eyes glanced into two piercing eyes - the holy con-man with the shining mind, and the sorrowful poetic con-man with the dark mind that is Carlo Marx.From that moment on I saw very little of Dean, and I was a little sorry too."
14064,7,"Their energies met head-on, I was a lout compared, I couldn’t keep up with them.The whole mad swirl of everything that was to come began then; it would mix up all my friendsand all I had left of my family in a big dust cloud over the American Night."
14065,7,"Carlo told him of Old BullLee, Elmer Hassel, Jane: Lee in Texas growing weed, Hassel on Riker’s Island, Jane wandering onTimes Square in a benzedrine hallucination, with her baby girl in her arms and ending up in Bellevue.And Dean told Carlo of unknown people in the West like Tommy Snark, the clubfooted poolhallrotation shark and cardplayer and queer saint."
14066,7,"He told him of Roy Johnson, Big Ed Dunkel, hisboyhood buddies, his street buddies, his innumerable girls and sex-parties and pornographicpictures, his heroes, heroines, adventures."
14067,7,"They rushed down the street together, digging everythingin the early way they had, which later became so much sadder and perceptive and blank."
14068,7,"But thenthey danced down the streets like dingledodies, and I shambled after as I’ve been doing all my lifeafter people who interest me, because the only people for me are the mad ones, the ones who aremad to live, mad to talk, mad to be saved, desirous of everything at the same time, the ones whonever yawn or say a commonplace thing, but burn, burn, burn like fabulous yellow roman candlesexploding like spiders across the stars and in the middle you see the blue centerlight pop andeverybody goes «Awww!» What did they call such young people in Goethe’s Germany? Wantingdearly to learn how to write like Carlo, the first thing you know, Dean was attacking him with a greatamorous soul such as only a con-man can have."
14069,7,"«Now, Carlo, let me speak - here’s what I’msaying ...» I didn’t see them for about two weeks, during which time they cemented their relationshipto fiendish allday-allnight-talk proportions.Then came spring, the great time of traveling, and everybody in the scattered gang was getting ready to take one trip or another."
14070,7,"I was busily at work on my novel and when I carne to the halfway mark, after a trip down South with my aunt to visit my brother Rocco, I got ready to travel West for the very first time.Dean had already left."
14071,7,Carlo and I saw him off at the 34th Street Greyhound station.
14072,7,Upstairs they had a place where you could make pictures for a quarter.
14073,7,Carlo took off his glasses and looked sinister.
14074,7,Dean made a profile shot and looked coyly around.
14075,7,I took a straight picture that made me look like a thirty-year-old Italian who’d kill anybody who said anything against his mother.
14076,7,This picture Carlo and Dean neatly cut down the middle with a razor and saved a half each in theirwallets.
14077,7,Dean was wearing a real Western business suit for his big trip back to Denver; he’d finished his first fling in New York.
14078,7,"I say fling, but he only worked like a dog in parking lots."
14079,7,"The most fantastic parking-lot attendant in the world, he can back a car forty miles an hour into a tight squeeze and stop at the wall, jump out, race among fenders, leap into another car, circle it fifty miles an hour in a narrow space, back swiftly into tight spot, hump, snap the car with the emergency so that you see it bounce as he flies out; then clear to the ticket shack, sprinting like a track star, hand a ticket, leap into a newly arrived car before the owner’s half out, leap literally under him as he steps out, start the car with the door flapping, and roar off to the next available spot, arc, pop in, brake, out, run; working like that without pause eight hours a night, evening rush hours and after-theater rush hours, in greasy wino pants with a frayed fur-lined jacket and beat shoes that flap."
14080,7,"Now he’d bought a newsuit to go back in; blue with pencil stripes, vest and all - eleven dollars on Third Avenue, with a watch and watch chain, and a portable typewriter with which he was going to start writing in a Denver rooming house as soon as he got a job there."
14081,7,"We had a farewell meal of franks and beans in a Seventh Avenue Riker’s, and then Dean got on the bus that said Chicago and roared off into the night."
14082,7,There went our wrangler.
14083,7,I promised myself to go the same way when spring really bloomed and opened up the land.
14084,7,"  And this was really the way that my whole road experience began, and the things that were tocome are too fantastic not to tell.Yes, and it wasn’t only because I was a writer and needed new experiences that I wanted toknow Dean more, and because my life hanging around the campus had reached the completion of itscycle and was stultified, but because, somehow, in spite of our difference in character, he remindedme of some long-lost brother; the sight of his suffering bony face with the long sideburns and hisstraining muscular sweating neck made me remember my boyhood in those dye-dumps and swim-holes and riversides of Paterson and the Passaic."
14085,7,"His dirty workclothes clung to him so gracefully, asthough you couldn’t buy a better fit from a custom tailor but only earn it from the Natural Tailor ofNatural Joy, as Dean had, in his stresses."
14086,7,"And in his excited way of speaking I heard again the voicesof old companions and brothers under the bridge, among the motorcycles, along the wash-linedneighborhood and drowsy doorsteps of afternoon where boys played guitars while their olderbrothers worked in the mills."
14087,7,"All my other current friends were «intellectuals» - Chad the Nietzscheananthropologist, Carlo Marx and his nutty surrealist low-voiced serious staring talk, Old Bull Lee andhis critical anti-every-thing drawl - or else they were slinking criminals like Elmer Hassel, with that hipsneer; Jane Lee the same, sprawled on the Oriental cover of her couch, sniffing at the New Yorker.But Dean’s intelligence was every bit as formal and shining and complete, without the tediousintellectualness."
14088,7,"And his «criminality» was not something that sulked and sneered; it was a wild yea-saying overburst of American joy; it was Western, the west wind, an ode from the Plains, somethingnew, long prophesied, long a-coming (he only stole cars for joy rides)."
14089,7,"Besides, all my New Yorkfriends were in the negative, nightmare position of putting down society and giving their tired bookishor political or psychoanalytical reasons, but Dean just raced in society, eager for bread and love; hedidn’t care one way or the other, «so long’s I can get that lil ole gal with that lil sumpin down theretween her legs, boy,» and «so long’s we can eat, son, y’ear me? I’m hungry, I’m starving, let’s eatright now!» - and off we’d rush to eat, whereof, as saith Ecclesiastes, «It is your portion under thesun.»A western kinsman of the sun, Dean."
14090,7,"Although my aunt warned me that he would get me introuble, I could hear a new call and see a new horizon, and believe it at my young age; and a little bitof trouble or even Dean’s eventual rejection of me as a buddy, putting me down, as he would later,on starving sidewalks and sickbeds - what did it matter? I was a young writer and I wanted to takeoff.Somewhere along the line I knew there’d be girls, visions, everything; somewhere along the line   8the pearl would be handed to me.  9 2In the month of July 1947, having saved about fifty dollars from old veteran benefits, I was ready to go to the West Coast."
14091,7,"My friend Remi Boncœur had written me a letter from San Francisco, saying I should come and ship out with him on an around-the-world liner."
14092,7,He swore he could get me into the engine room.
14093,7,I wrote back and said I’d be satisfied with any old freighter so long as I could take a few long Pacific trips and come back with enough money to support myself in my aunt’s house while I finished my book.
14094,7,He said he had a shack in Mill City and I would have all the time in the world to write there while we went through the rigmarole of getting the ship.
14095,7,He was living with a girl called Lee Ann; he said she was a marvelous cook and everything would jump.
14096,7,"Remi was an old prep-school friend, a Frenchman brought up in Paris and a really mad guy - I didn’t know how mad at this time."
14097,7,So he expected me to arrive in ten days.
14098,7,"My aunt was all in accord with my trip to the West; she said it would do me good, I’d been working so hard all winter and staying in too much; she even didn’t complain when I told her I’d have to hitchhike some."
14099,7,All she wanted was for me to come back in one piece.
14100,7,"So, leaving my big half-manuscript sitting on top of my desk, and folding back my comfortable home sheets for the last time one morning, I left with my canvas bag in which a few fundamental things were packed and took off for the Pacific Ocean with the fifty dollars in my pocket.I’d been poring over maps of the United States in Paterson for months, even reading books aboutthe pioneers and savoring names like Platte and Cimarron and so on, and on the road-map was onelong red line called Route 6 that led from the tip of Cape Cod clear to Ely, Nevada, and theredipped down to Los Angeles."
14101,7,"I’ll just stay on 6 all the way to Ely, I said to myself and confidentlystarted."
14102,7,To get to 6 I had to go up to Bear Mountain.
14103,7,"Filled with dreams of what I’d do in Chicago,in Denver, and then finally in San Fran, I took the Seventh Avenue subway to the end of the line at242nd Street, and there took a trolley into Yonkers; in downtown Yonkers I transferred to anoutgoing trolley and went to the city limits on the east bank of the Hudson River."
14104,7,"If you drop a rosein the Hudson River at its mysterious source in the Adirondacks, think of all the places it journeys byas it goes out to sea forever - think of that wonderful Hudson Valley."
14105,7,"I started hitching up the thing.Five scattered rides took me to the desired Bear Mountain Fridge, where Route 6 arched in fromNew England."
14106,7,It began to rain in torrents when I was let off there.
14107,7,It was mountainous.
14108,7,"Route 6came over the river, wound around a traffic circle, and disappeared into the wilderness."
14109,7,Not onlywas there no traffic but the rain came down in buckets and I had no shelter.
14110,7,I had to run under somepines to take cover; this did no good; I began crying and swearing and socking myself on the headfor being such a damn fool.
14111,7,"I was forty miles north of New York; all the way up I’d been worriedabout the fact that on this, my big opening day, I was only moving north instead of the so-longed-forwest."
14112,7,Now I was stuck on my northernmost hangup.
14113,7,I ran a quarter-mile to an abandoned cuteEnglish-style filling station and stood under the dripping eaves.
14114,7,High up over my head the great hairyBear Mountain sent down thunderclaps that put the fear of God in me.
14115,7,All I could see were smokytrees and dismal wilderness rising to the skies.
14116,7,"«What the hell am I doing up here?»I cursed, I cried for Chicago."
14117,7,"«Even now they’re all having a big time, they’re doing this, I’m notthere, when will I get there!» - and so on."
14118,7,Finally a car stopped at the empty filling station; the manand the two women in it wanted to study a map.
14119,7,"I stepped right up and gestured in the rain; theyconsulted; I looked like a maniac, of course, with my hair all wet, my shoes sopping."
14120,7,"My shoes,damn fool that I am, were Mexican huaraches, plantlike sieves not fit for the rainy night of Americaand the raw road night."
14121,7,"But the people let me in and rode me north to Newburgh, which I accepted10as a better alternative than being trapped in the Bear Mountain wilderness all night."
14122,7,"«Besides,» saidthe man, «there’s no traffic passes through 6."
14123,7,"If you want to go to Chicago you’d do better goingacross the Holland Tunnel in New York and head for Pittsburgh,» and I knew he was right."
14124,7,"It wasmy dream that screwed up, the stupid hearthside idea that it would be wonderful to follow one greatred line across America instead of trying various roads and routes."
14125,7,  In Newburgh it had stopped raining.
14126,7,"I walked down to the river, and I had to ride back to NewYork in a bus with a delegation of schoolteachers coming back from a weekend in the mountains -chatter-chatter blah-blah, and me swearing for all the time and the money I’d wasted, and tellingmyself, I wanted to go west and here I’ve been all day and into the night going up and down, northand south, like something that can’t get started."
14127,7,"And I swore I’d be in Chicago tomorrow, and madesure of that, taking a bus to Chicago, spending most of my money, and didn’t give a damn, just aslong as I’d be in Chicago tomorrow.   11   3It was an ordinary bus trip with crying babies and hot sun, and countryfolk getting on at one Penntown after another, till we got on the plain of Ohio and really rolled, up by Ashtabula and straightacross Indiana in the night."
14128,7,"I arrived in Chi quite early in the morning, got a room in the Y, and wentto bed with a very few dollars in my pocket."
14129,7,"I dug Chicago after a good day’s sleep.The wind from Lake Michigan, bop at the Loop, long walks around South Halsted and NorthClark, and one long walk after midnight into the jungles, where a cruising car followed me as asuspicious character."
14130,7,"At this time, 1947, bop was going like mad all over America."
