Source,Sentence
Kerouac,Solemnly a day later he'd bring me a little bouquet of flowers picked in the street plots of Berkeley.
Kerouac,"""And you can keep the sneakers too,"" he said."
Kerouac,"""I've got another pair older than those but just as good."" ""Aw I can't be taking all your things."" ""Smith you don't realize it's a privilege to practice giving presents to others."" The way he did it was charming; there was nothing glittery and Christmasy about it, but almost sad, and sometimes his gifts were old beat-up things but they had the charm of usefulness and sadness of his giving."
Austen,It is a very simple story.
Austen,"He went to town on business three days ago, and I got him to take charge of some papers which I was wanting to send to John."
Austen,"He delivered these papers to John, at his chambers, and was asked by him to join their party the same evening to Astley�s."
Austen,They were going to take the two eldest boys to Astley�s.
Austen,"The party was to be our brother and sister, Henry, John�and Miss Smith."
Austen,My friend Robert could not resist.
Austen,They called for him in their way; were all extremely amused; and my brother asked him to dine with them the next day�which he did�and in the course of that visit (as I understand) he found an opportunity of speaking to Harriet; and certainly did not speak in vain.
Austen,"She made him, by her acceptance, as happy even as he is deserving."
Austen,"He came down by yesterday�s coach, and was with me this morning immediately after breakfast, to report his proceedings, first on my affairs, and then on his own."
Austen,"This is all that I can relate of the how, where, and when."
Austen,Your friend Harriet will make a much longer history when you see her.
Austen,"She will give you all the minute particulars, which only woman�s language can make interesting."
Austen,In our communications we deal only in the great.
Austen,"However, I must say, that Robert Martin�s heart seemed for him, and to me, very overflowing; and that he did mention, without its being much to the purpose, that on quitting their"
Austen,"box at Astley�s, my brother took charge of Mrs. John Knightley and� little John, and he followed with Miss Smith and Henry; and that at one time they were in such a crowd, as to make Miss Smith rather uneasy."
